artist_name,artist_id,first_added,first_song,first_album,first_album_type,last_added,last_song,last_album,last_album_type,main_songs_count,featured_songs_count,liked_songs_count,genres_count
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,2019-08-01 21:24:35+00:00,Hangover (feat. Prince Royce),F.A.M.E.,album,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,23,9,32,0
Jorge Villamizar,3zPWcnruZBNnrd22uS8UBy,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,1,1,0
Gente De Zona,2cy1zPcrFcXAJTP0APWewL,2019-08-01 21:27:24+00:00,Lento,Valiente,album,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,2,2,0
Fonseca,53KTldaJ8tHSkYU3nigfwP,2019-08-01 21:27:24+00:00,"Sube, Sube",Valiente,album,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,2,2,0
Thalia,23wEWD21D4TPYiJugoXmYb,2019-01-11 23:01:44+00:00,No Me Acuerdo,No Me Acuerdo,single,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,15,2,17,0
Leslie Grace,6BeO1KuAWBqFriL1mLHtNc,2019-09-04 07:49:11+00:00,"Mi Mala (feat. Becky G, Leslie Grace & Lali) - Remix",Para Aventuras y Curiosidades,album,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,2,2,0
Angela Torres,6LZA6PhNCwUfHzqfpN1nYL,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,1,1,0
Dilsinho,4NUePmzDvCYqilXBFa91Hg,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,1,1,0
Ivete Sangalo,7dzq55YG3wjViqexDwiycQ,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,1,1,0
Coti,1OUDQLymoysITxprkd0Qvj,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,1,1,0
Carlos Rivera,39yVoqm6sYFvvqF1RciUVf,2019-08-01 21:27:24+00:00,Qué Ironía,Valiente,album,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,2,2,0
Dani Martín,3AIPhNgeF9S1Kyg9Yy3UQW,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,1,1,0
Ara Malikian,5kIE5Bm5P9h6KDsz46V2qc,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,2023-03-07 18:46:14+00:00,Color Esperanza 2020,Color Esperanza 2020,single,0,1,1,0
Alyson Stoner,5ZuWrQzWBgJXbAfcLx2WTL,2023-03-01 13:25:35+00:00,"This is Our Song - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,2023-03-07 13:12:09+00:00,"Can't Back Down - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,0,4,4,0
Anna Maria Perez de Taglé,4Sq9ZAY2paQJhzhuBSRoKf,2023-03-02 00:07:45+00:00,"What We Came Here For - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,2023-03-07 13:12:09+00:00,"Can't Back Down - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,0,2,2,0
Char Ligera,2h9CHSuQGKaM74UFj8MYDt,2023-03-07 13:12:09+00:00,"Can't Back Down - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,2023-03-07 13:12:09+00:00,"Can't Back Down - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,0,1,1,0
boygenius,1hLiboQ98IQWhpKeP9vRFw,2023-01-20 05:07:14+00:00,Emily I'm Sorry,the record,single,2023-03-05 17:26:15+00:00,Not Strong Enough,the record,single,3,0,3,0
Julien Baker,12zbUHbPHL5DGuJtiUfsip,2020-10-23 04:14:03+00:00,Faith Healer,Faith Healer,single,2023-03-05 17:26:15+00:00,Not Strong Enough,the record,single,2,3,5,0
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,2023-01-20 05:07:14+00:00,Emily I'm Sorry,the record,single,2023-03-05 17:26:15+00:00,Not Strong Enough,the record,single,0,3,3,0
Masego,3ycxRkcZ67ALN3GQJ57Vig,2020-05-08 04:05:42+00:00,Hate the Club (feat. Masego),It Was Good Until It Wasn't,album,2023-03-03 05:05:25+00:00,What You Wanna Try,Masego,album,18,4,22,0
Ruel,5xkAtLTf309LAGZTbvULBn,2020-09-14 04:05:38+00:00,Painkiller (feat. Denzel Curry),Painkiller (feat. Denzel Curry),single,2023-03-03 05:05:23+00:00,I DON'T WANNA BE LIKE YOU,I DON'T WANNA BE LIKE YOU,single,6,1,7,0
slowthai,3r1XkJ7vCs8kHBSzGvPLdP,2020-08-07 04:40:16+00:00,"Pressure In My Palms (feat. slowthai, Vince Staples)",Limbo,album,2023-03-03 05:05:17+00:00,Sooner,UGLY,album,15,6,21,0
j-hope,0b1sIQumIAsNbqAoIClSpy,2023-03-03 05:05:05+00:00,on the street (with J. Cole),on the street (with J. Cole),single,2023-03-03 05:05:05+00:00,on the street (with J. Cole),on the street (with J. Cole),single,1,0,1,0
ARIZONATEARS,2xzyIzdjfeXX6FIQtlAAyw,2023-03-02 03:27:58+00:00,Watch This - ARIZONATEARS Pluggnb Remix,Watch This (ARIZONATEARS Pluggnb Remix),single,2023-03-02 03:27:58+00:00,Watch This - ARIZONATEARS Pluggnb Remix,Watch This (ARIZONATEARS Pluggnb Remix),single,0,1,1,0
Jordan Francis,3HYpSvGctSamkShNEVX9gS,2023-03-01 15:53:50+00:00,"It's On - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,2023-03-01 15:53:50+00:00,"It's On - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,0,1,1,0
Meaghan Martin,4D4d4SGHSnXy5TxqhfDl3H,2023-03-01 13:25:57+00:00,"Tear it Down - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,2023-03-01 15:53:50+00:00,"It's On - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,1,1,2,0
"Matthew ""Mdot"" Finley",6VlHZVWsWDe7xtzWk5HxCk,2023-03-01 13:25:57+00:00,"Tear it Down - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,2023-03-01 15:53:50+00:00,"It's On - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,1,2,3,0
Roshon Fegan,07bq0KjNoXHDavbLV3NQus,2023-03-01 15:53:50+00:00,"It's On - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,2023-03-01 15:53:50+00:00,"It's On - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,0,1,1,0
Kevin Jonas,11bdWrCwHE2gCdVARdASuu,2023-03-01 13:27:59+00:00,"Heart and Soul - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,2023-03-01 13:27:59+00:00,"Heart and Soul - From ""Camp Rock 2: The Final Jam""",Camp Rock 2: The Final Jam,album,1,0,1,0
Sen Senra,5lWasZeo8uWQk6GD8czJLq,2020-11-27 04:47:25+00:00,Wu Wu,Wu Wu,single,2023-02-28 03:00:29+00:00,1000CANCIONES,1000CANCIONES,single,2,1,3,0
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,2019-08-01 21:25:48+00:00,Feel Good Inc.,Mood Booster,compilation,2023-02-28 02:55:42+00:00,New Gold (feat. Tame Impala and Bootie Brown),Cracker Island,album,9,0,9,0
Bootie Brown,6GI3CJjT2bOnMfprCpjT1d,2022-09-02 04:19:43+00:00,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),single,2023-02-28 02:55:42+00:00,New Gold (feat. Tame Impala and Bootie Brown),Cracker Island,album,0,2,2,0
Wyclef Jean,7aBzpmFXB4WWpPl2F7RjBe,2020-11-22 17:22:32+00:00,Kanye West (feat. Wyclef Jean),JEFFERY,album,2023-02-27 13:15:37+00:00,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",album,0,2,2,0
Charlie Wilson,6CxZzQFUTM6AzgluGwtq5w,2020-08-07 04:36:24+00:00,"Roots (feat. JID, Charlie Wilson)",Limbo,album,2023-02-25 03:56:28+00:00,If I Had (feat. Charlie Wilson),Love Sick,album,0,4,4,0
Maldy,4IndUOBCZYZg61557iq2A9,2022-08-26 11:49:19+00:00,GATÚBELA,GATÚBELA,single,2023-02-24 16:12:01+00:00,GATÚBELA,MAÑANA SERÁ BONITO,album,0,2,2,0
Angel Dior,5qPRgWcEOGRzoIST0sHAiI,2023-02-16 00:26:51+00:00,TAMO EN NOTA,TAMO EN NOTA,single,2023-02-24 16:04:38+00:00,OJOS FERRARI,MAÑANA SERÁ BONITO,album,0,2,2,0
TisaKorean,6lEhBhAv6HOopjXssi09cq,2019-07-10 04:05:04+00:00,GRoCERIES,GRoCERIES,single,2023-02-24 15:27:11+00:00,Go Down (feat. TisaKorean),Love Sick,album,0,2,2,0
GloRilla,2qoQgPAilErOKCwE2Y8wOG,2023-01-15 05:02:57+00:00,On Wat U On (with GloRilla),On Wat U On (with GloRilla),single,2023-02-24 15:12:47+00:00,Leave the Club (feat. Lil Durk & GloRilla),Love Sick,album,1,3,4,0
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,2019-02-03 22:33:47+00:00,Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),single,2023-02-24 14:17:24+00:00,X SI VOLVEMOS,MAÑANA SERÁ BONITO,album,37,11,48,0
rum.gold,4mErKO4g29SXtBwj4S80aB,2023-02-24 14:08:27+00:00,Water My Heart (feat. Mereba),Water My Heart (feat. Mereba),single,2023-02-24 14:08:27+00:00,Water My Heart (feat. Mereba),Water My Heart (feat. Mereba),single,1,0,1,0
PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,2019-08-01 21:25:39+00:00,Lying (feat. Lil Tjay),Lying (feat. Lil Tjay),single,2023-02-24 14:08:20+00:00,SAME PLACE,SAME PLACE / WRONG?,single,2,0,2,0
Beauty School Dropout,2MJMW3WtQnDq7DKezFn5jO,2023-02-24 14:08:18+00:00,FREAK,FREAK (Feat. jxdn),single,2023-02-24 14:08:18+00:00,FREAK,FREAK (Feat. jxdn),single,1,0,1,0
1nonly,3ZHU5AKrUmIPnCFfr82QER,2021-01-29 05:13:04+00:00,i'm drunk and i miss you still (feat. 1nonly & lilbubblegum),i'm drunk and i miss you still (feat. 1nonly & lilbubblegum),single,2023-02-24 14:08:10+00:00,GHOSTKILLA,GHOSTKILLA,single,11,4,15,0
Jasiah,7502fDxg339jvGV08Jd4R0,2019-08-01 21:23:56+00:00,Case 19 (feat. 6ix9ine),Case 19 (feat. 6ix9ine),single,2023-02-24 14:08:10+00:00,GHOSTKILLA,GHOSTKILLA,single,33,8,41,0
Imanbek,5rGrDvrLOV2VV8SCFVGWlj,2021-03-17 12:56:58+00:00,Mood (feat. KHEA) - Acoustic,Bang (Acoustic),single,2023-02-24 14:08:00+00:00,In The Morning,In The Morning,single,1,1,2,0
Riovaz,1bhZt10yZVCJfp3HaNxJv8,2023-02-24 14:07:58+00:00,Hypnotized (with skaiwater),Disturb The Norm,single,2023-02-24 14:07:58+00:00,Hypnotized (with skaiwater),Disturb The Norm,single,1,0,1,0
$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,2020-04-24 05:24:12+00:00,Kill Yourself (Part III),My Liver Will Handle What My Heart Can't,album,2023-02-24 07:10:07+00:00,SHAMELESS $UICIDE,SHAMELESS $UICIDE,single,133,3,136,0
Shakewell,1w7GLktHE8w0aEhhaZ0QKB,2020-06-10 07:01:54+00:00,Killing (feat. Terror Reid),Killing (feat. Terror Reid),single,2023-02-24 07:10:07+00:00,SHAMELESS $UICIDE,SHAMELESS $UICIDE,single,0,3,3,0
C Dot Castro,1EEH91ujjE6eIlYtEjrHv6,2023-02-24 07:09:58+00:00,Lightsabers (feat. C Dot Castro),College Park,album,2023-02-24 07:09:58+00:00,Lightsabers (feat. C Dot Castro),College Park,album,0,1,1,0
Ryan Castro,7j6DKwmjbxvpQO8h914uEz,2022-03-08 02:52:44+00:00,Estrella,Unisex,album,2023-02-24 07:09:56+00:00,Perreándote,Perreándote,single,0,3,3,0
Symon Dice,13UfNcNfBVluLz2d0J6y6v,2021-09-24 04:02:18+00:00,Qué Te Pasó,Qué Te Pasó,single,2023-02-24 07:09:56+00:00,Perreándote,Perreándote,single,1,1,2,0
Bladee,2xvtxDNInKDV4AvGmjw6d1,2020-06-02 06:07:43+00:00,Obedient,Red Light,album,2023-02-24 07:09:51+00:00,Ceremony,Don’t Get Too Close,album,2,1,3,0
Yung Bleu,3KNIG74xSTc3dj0TRy7pGX,2020-10-16 04:07:39+00:00,You’re Mines Still (feat. Drake),You’re Mines Still (feat. Drake),single,2023-02-17 11:47:39+00:00,Games Women Play,Games Women Play,single,17,11,28,0
ROLE MODEL,1dy5WNgIKQU6ezkpZs4y8z,2020-10-23 04:10:33+00:00,alive,our little angel - EP,single,2023-02-17 11:47:05+00:00,a little more time,a little more time,single,9,1,10,0
TINI,7vXDAI8JwjW531ouMGbfcp,2020-06-11 00:35:28+00:00,Fresa,Fresa,single,2023-02-17 11:47:00+00:00,Cupido,Cupido,single,8,4,12,0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,2019-12-27 16:16:09+00:00,GATTI,JACKBOYS,album,2023-02-17 03:25:17+00:00,Invincible,Meet The Woo 2,album,99,7,106,0
Trap Capos,2pQAUIesBqfT87PaM1ijtk,2023-02-17 03:20:02+00:00,De las 2 (feat. Bad Bunny & Arcángel),Trap Capos II,album,2023-02-17 03:20:02+00:00,De las 2 (feat. Bad Bunny & Arcángel),Trap Capos II,album,1,0,1,0
Noriel,3RtNN1VnooWEn3KQk03DUL,2019-09-13 00:54:38+00:00,Cuerpo en Venta,Cuerpo en Venta,single,2023-02-17 03:20:02+00:00,De las 2 (feat. Bad Bunny & Arcángel),Trap Capos II,album,2,12,14,0
Neo Pistea,01m2XZ7m7rAz6KY3scTdaV,2019-11-02 04:07:18+00:00,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)","Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",single,2023-02-16 18:06:32+00:00,Makina de Armado,Makina de Armado,single,6,11,17,0
Baby Rasta,0GgyFUpOyzWDRDqx8FCTDN,2022-09-23 04:07:17+00:00,PUNTO 40,PUNTO 40,single,2023-02-16 18:01:22+00:00,PUNTO 40,SATURNO,album,0,3,3,0
Trueno,2x7PC78TmgqpEIjaGAZ0Oz,2020-09-16 16:25:11+00:00,Mamichula - con Nicki Nicole,Atrevido,album,2023-02-15 04:27:40+00:00,SOLO POR VOS,BIEN O MAL,album,5,3,8,0
suei,6jEjSPxnwsibG6vPOjkeER,2023-02-15 04:27:37+00:00,Bye,Bye,single,2023-02-15 04:27:37+00:00,Bye,Bye,single,1,0,1,0
Maeta,2EwyKG76iX4Pp5HhAD6SKO,2022-03-23 02:40:52+00:00,Something In The Water (feat. Maeta),Still FWM,album,2023-02-13 04:28:15+00:00,S(EX),S(EX),single,1,1,2,0
Eric Bellinger,7ibAWtDtmEfaVhc1FJ3Vl9,2020-09-26 03:52:46+00:00,Real Emotions,The DownTime,single,2023-02-13 04:27:59+00:00,Sum 2 See,1(800)HIT-EAZY: Line 2,album,6,1,7,0
